evidence_id,case_id,platform,source_type,acquisition_mode,provenance_type,verification_status,trust_label,trust_score,review_status,evidence_type,title,body_text,comment_text,language,source_url,url,root_id,parent_id,created_at,collected_at,author_platform_hash,author_hash_method,author_identity_confidence,raw_author_id_removed,raw_author_name_removed,author_display_label,like_count,reply_count,share_count,view_count,content_hash,normalized_content_hash,canonical_url_hash,duplicate_group_id,duplicate_count,risk_flags,content_visibility,access_scope,source_capture_method,coverage_note,raw_data_safe,ingestion_metadata,is_root_content,influence_core_candidate,influence_core_type,source_identity_type,claim_summary,stance_hint,topic_hint,frame_hint,evidence_strength_hint,logic_strength_hint,emotional_intensity_hint,camp_state_hint,emotion_hint,people_cluster_hint,engagement_proxy
sgv1_6faa9917538236c35ae5082a,donglu_sunjihai_youth_football_202606,weibo,social_platform,manual_url,external_agent_assisted,source_url_provided_unverified,medium_low,0.45,review_needed,comment,,,?????????????????????? ??06-02?,zh-CN,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,src_weibo_06,,2026-06-09T10:00:00.000Z,2026-06-17T12:10:16.490Z,,sha256_platform_case_salt,unknown,true,true,,12,8,0,0,sha256:2e71bb0aeb336021e1f6d875d793883af8c56ce3e3a8f7035fbe2b7139a58298,sha256:2e71bb0aeb336021e1f6d875d793883af8c56ce3e3a8f7035fbe2b7139a58298,sha256:7033a21e6244506dcf79c26a28c9110d1f5b5a3f98572971daefcd094965ed86,dup_9215fb8f82f7f9d13bc1,1,[],public,public,manual_comment_sample,Selected public sample only. Not full-platform coverage. Not full-web coverage. Not full-thread coverage.,"{""asset_id"":""local-snapshot-src_weibo_06-comment-6-2"",""run_id"":"""",""task_id"":"""",""source_path"":"""",""record_type"":""comment"",""field_score"":0,""keyword"":"""",""entity_ids"":[]}","{""normalized_from"":""opencrawler_local_asset"",""source_record_id"":""local-snapshot-src_weibo_06-comment-6-2"",""source_type"":""social_platform"",""acquisition_mode"":""manual_url"",""normalized_at"":""2026-06-17T12:10:16.502Z"",""warnings"":[]}",false,false,,ordinary_user,,media_context,fan_community_reaction,unknown,unknown,unknown,unknown,bridge,neutral,media_context_reader,28
sgv1_35ba3bcf56bdab88279e9011,donglu_sunjihai_youth_football_202606,weibo,social_platform,manual_url,external_agent_assisted,source_url_provided_unverified,medium_low,0.45,review_needed,comment,,,??????????????????????? ??06-03?,zh-CN,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,src_weibo_06,,2026-06-10T11:00:00.000Z,2026-06-17T12:10:16.490Z,,sha256_platform_case_salt,unknown,true,true,,18,9,0,0,sha256:6d24e1fc6c44ff9aac7fbe204db32312d54ba969a68e2535e20507db7610a3bb,sha256:6d24e1fc6c44ff9aac7fbe204db32312d54ba969a68e2535e20507db7610a3bb,sha256:7033a21e6244506dcf79c26a28c9110d1f5b5a3f98572971daefcd094965ed86,dup_f7347169ccd870980b3c,1,[],public,public,manual_comment_sample,Selected public sample only. Not full-platform coverage. Not full-web coverage. Not full-thread coverage.,"{""asset_id"":""local-snapshot-src_weibo_06-comment-6-3"",""run_id"":"""",""task_id"":"""",""source_path"":"""",""record_type"":""comment"",""field_score"":0,""keyword"":"""",""entity_ids"":[]}","{""normalized_from"":""opencrawler_local_asset"",""source_record_id"":""local-snapshot-src_weibo_06-comment-6-3"",""source_type"":""social_platform"",""acquisition_mode"":""manual_url"",""normalized_at"":""2026-06-17T12:10:16.502Z"",""warnings"":[]}",false,false,,ordinary_user,,extreme_attack_or_trolling,children_protection_boundary,unknown,unknown,unknown,unknown,isolated_extreme,anger,isolated_extreme_cluster,36
sgv1_3cdbf1b2717fc1ba390e2c4f,donglu_sunjihai_youth_football_202606,weibo,social_platform,manual_url,external_agent_assisted,source_url_provided_unverified,medium_low,0.45,review_needed,comment,,,????????????????? ??06-04?,zh-CN,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,src_weibo_06,,2026-06-11T12:00:00.000Z,2026-06-17T12:10:16.490Z,,sha256_platform_case_salt,unknown,true,true,,24,10,0,0,sha256:6f08152cfe737bf983832a926e65bb718f833d46342b084ab9695c3bd4c20b58,sha256:6f08152cfe737bf983832a926e65bb718f833d46342b084ab9695c3bd4c20b58,sha256:7033a21e6244506dcf79c26a28c9110d1f5b5a3f98572971daefcd094965ed86,dup_f1f41e6edb3c2d23683c,1,[],public,public,manual_comment_sample,Selected public sample only. Not full-platform coverage. Not full-web coverage. Not full-thread coverage.,"{""asset_id"":""local-snapshot-src_weibo_06-comment-6-4"",""run_id"":"""",""task_id"":"""",""source_path"":"""",""record_type"":""comment"",""field_score"":0,""keyword"":"""",""entity_ids"":[]}","{""normalized_from"":""opencrawler_local_asset"",""source_record_id"":""local-snapshot-src_weibo_06-comment-6-4"",""source_type"":""social_platform"",""acquisition_mode"":""manual_url"",""normalized_at"":""2026-06-17T12:10:16.502Z"",""warnings"":[]}",false,false,,ordinary_user,,unknown,chinese_football_reputation,unknown,unknown,unknown,unknown,unknown,unknown,unknown,44
sgv1_0597fcebdb5e7d08cd66ec64,donglu_sunjihai_youth_football_202606,weibo,social_platform,manual_url,external_agent_assisted,source_url_provided_unverified,medium_low,0.45,review_needed,comment,,,???????????????????????? ??06-05?,zh-CN,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,src_weibo_06,,2026-06-12T13:00:00.000Z,2026-06-17T12:10:16.490Z,,sha256_platform_case_salt,unknown,true,true,,30,11,0,0,sha256:0db0cfe0195028e2acf0dffdba37b9a338fd4b043461c965153d9826a9648a70,sha256:0db0cfe0195028e2acf0dffdba37b9a338fd4b043461c965153d9826a9648a70,sha256:7033a21e6244506dcf79c26a28c9110d1f5b5a3f98572971daefcd094965ed86,dup_c97d86203ea43b617f6d,1,[],public,public,manual_comment_sample,Selected public sample only. Not full-platform coverage. Not full-web coverage. Not full-thread coverage.,"{""asset_id"":""local-snapshot-src_weibo_06-comment-6-5"",""run_id"":"""",""task_id"":"""",""source_path"":"""",""record_type"":""comment"",""field_score"":0,""keyword"":"""",""entity_ids"":[]}","{""normalized_from"":""opencrawler_local_asset"",""source_record_id"":""local-snapshot-src_weibo_06-comment-6-5"",""source_type"":""social_platform"",""acquisition_mode"":""manual_url"",""normalized_at"":""2026-06-17T12:10:16.502Z"",""warnings"":[]}",false,false,,ordinary_user,,support_donglu_view,platform_discussion,unknown,unknown,unknown,unknown,core_support,curiosity,route_supporter_donglu,52
sgv1_6ed4a2ac734e2a78e68ee305,donglu_sunjihai_youth_football_202606,weibo,social_platform,manual_url,external_agent_assisted,source_url_provided_unverified,medium_low,0.45,review_needed,comment,,,?????????????????????????? ??06-06?,zh-CN,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,src_weibo_06,,2026-06-13T14:00:00.000Z,2026-06-17T12:10:16.490Z,,sha256_platform_case_salt,unknown,true,true,,36,12,0,0,sha256:94ad550150c2965fb8706d256d92fd5d2d71001270c4906e8346fcbca03ce81a,sha256:94ad550150c2965fb8706d256d92fd5d2d71001270c4906e8346fcbca03ce81a,sha256:7033a21e6244506dcf79c26a28c9110d1f5b5a3f98572971daefcd094965ed86,dup_63935d4cffb1459257a2,1,[],public,public,manual_comment_sample,Selected public sample only. Not full-platform coverage. Not full-web coverage. Not full-thread coverage.,"{""asset_id"":""local-snapshot-src_weibo_06-comment-6-6"",""run_id"":"""",""task_id"":"""",""source_path"":"""",""record_type"":""comment"",""field_score"":0,""keyword"":"""",""entity_ids"":[]}","{""normalized_from"":""opencrawler_local_asset"",""source_record_id"":""local-snapshot-src_weibo_06-comment-6-6"",""source_type"":""social_platform"",""acquisition_mode"":""manual_url"",""normalized_at"":""2026-06-17T12:10:16.502Z"",""warnings"":[]}",false,false,,ordinary_user,,support_sunjihai_view,extreme_cluster_or_trolling,unknown,unknown,unknown,unknown,core_support,curiosity,route_supporter_sunjihai,60
sgv1_5b059ce18bb48b085dee4020,donglu_sunjihai_youth_football_202606,weibo,social_platform,manual_url,external_agent_assisted,source_url_provided_unverified,medium_low,0.45,review_needed,comment,,,???????????????????????????? ??06-07?,zh-CN,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,src_weibo_06,,2026-06-14T15:00:00.000Z,2026-06-17T12:10:16.490Z,,sha256_platform_case_salt,unknown,true,true,,42,13,0,0,sha256:97e1165ddcfbfa86955747b0c935ca9ab9bc2d35717f85b605140d023ecaeb13,sha256:97e1165ddcfbfa86955747b0c935ca9ab9bc2d35717f85b605140d023ecaeb13,sha256:7033a21e6244506dcf79c26a28c9110d1f5b5a3f98572971daefcd094965ed86,dup_8ab3205726422d93f639,1,[],public,public,manual_comment_sample,Selected public sample only. Not full-platform coverage. Not full-web coverage. Not full-thread coverage.,"{""asset_id"":""local-snapshot-src_weibo_06-comment-6-7"",""run_id"":"""",""task_id"":"""",""source_path"":"""",""record_type"":""comment"",""field_score"":0,""keyword"":"""",""entity_ids"":[]}","{""normalized_from"":""opencrawler_local_asset"",""source_record_id"":""local-snapshot-src_weibo_06-comment-6-7"",""source_type"":""social_platform"",""acquisition_mode"":""manual_url"",""normalized_at"":""2026-06-17T12:10:16.502Z"",""warnings"":[]}",false,false,,ordinary_user,,neutral_process_focused,unknown,unknown,unknown,unknown,unknown,bridge,neutral,process_observer,68
sgv1_3e2255113885c05ba150b62b,donglu_sunjihai_youth_football_202606,weibo,social_platform,manual_url,external_agent_assisted,source_url_provided_unverified,medium_low,0.45,review_needed,comment,,,?????????????????????? ??06-08?,zh-CN,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,src_weibo_06,,2026-06-01T16:00:00.000Z,2026-06-17T12:10:16.490Z,,sha256_platform_case_salt,unknown,true,true,,48,14,0,0,sha256:24b032b7db21b8d67e4818a5d59b48386dc1514b2ec2008f39efad62c4ae0121,sha256:24b032b7db21b8d67e4818a5d59b48386dc1514b2ec2008f39efad62c4ae0121,sha256:7033a21e6244506dcf79c26a28c9110d1f5b5a3f98572971daefcd094965ed86,dup_30bcdae27c746acfbc70,1,[],public,public,manual_comment_sample,Selected public sample only. Not full-platform coverage. Not full-web coverage. Not full-thread coverage.,"{""asset_id"":""local-snapshot-src_weibo_06-comment-6-8"",""run_id"":"""",""task_id"":"""",""source_path"":"""",""record_type"":""comment"",""field_score"":0,""keyword"":"""",""entity_ids"":[]}","{""normalized_from"":""opencrawler_local_asset"",""source_record_id"":""local-snapshot-src_weibo_06-comment-6-8"",""source_type"":""social_platform"",""acquisition_mode"":""manual_url"",""normalized_at"":""2026-06-17T12:10:16.502Z"",""warnings"":[]}",false,false,,ordinary_user,,youth_training_concern,youth_training_model,unknown,unknown,unknown,unknown,neutral,concern,youth_training_concern_cluster,76
sgv1_ebcdde94f35a5da0444380c4,donglu_sunjihai_youth_football_202606,weibo,social_platform,manual_url,external_agent_assisted,source_url_provided_unverified,medium_low,0.45,review_needed,comment,,,???????????????????????? ??06-09?,zh-CN,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,src_weibo_06,,2026-06-02T17:00:00.000Z,2026-06-17T12:10:16.490Z,,sha256_platform_case_salt,unknown,true,true,,54,15,0,0,sha256:d133b110f8d476312ec234d65a81c39984c6d559694bf78a065f9c3e61314de6,sha256:d133b110f8d476312ec234d65a81c39984c6d559694bf78a065f9c3e61314de6,sha256:7033a21e6244506dcf79c26a28c9110d1f5b5a3f98572971daefcd094965ed86,dup_cf5c5f5258196db7dac9,1,[],public,public,manual_comment_sample,Selected public sample only. Not full-platform coverage. Not full-web coverage. Not full-thread coverage.,"{""asset_id"":""local-snapshot-src_weibo_06-comment-6-9"",""run_id"":"""",""task_id"":"""",""source_path"":"""",""record_type"":""comment"",""field_score"":0,""keyword"":"""",""entity_ids"":[]}","{""normalized_from"":""opencrawler_local_asset"",""source_record_id"":""local-snapshot-src_weibo_06-comment-6-9"",""source_type"":""social_platform"",""acquisition_mode"":""manual_url"",""normalized_at"":""2026-06-17T12:10:16.502Z"",""warnings"":[]}",false,false,,ordinary_user,,anti_conflict_fatigue,contract_or_responsibility_dispute,unknown,unknown,unknown,unknown,fatigue,fatigue,fatigue_cluster,84
sgv1_eaa4ae3c955b814b73417f41,donglu_sunjihai_youth_football_202606,weibo,social_platform,manual_url,external_agent_assisted,source_url_provided_unverified,medium_low,0.45,review_needed,comment,,,????????????????????????? ??06-10?,zh-CN,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,src_weibo_06,,2026-06-03T18:00:00.000Z,2026-06-17T12:10:16.490Z,,sha256_platform_case_salt,unknown,true,true,,60,16,0,0,sha256:2fc925bdb78d7eb17af7fbe4aa1569e5b177773e1869470d8b4f00c55c62ddf1,sha256:2fc925bdb78d7eb17af7fbe4aa1569e5b177773e1869470d8b4f00c55c62ddf1,sha256:7033a21e6244506dcf79c26a28c9110d1f5b5a3f98572971daefcd094965ed86,dup_0117ab2f325590873d4b,1,[],public,public,manual_comment_sample,Selected public sample only. Not full-platform coverage. Not full-web coverage. Not full-thread coverage.,"{""asset_id"":""local-snapshot-src_weibo_06-comment-6-10"",""run_id"":"""",""task_id"":"""",""source_path"":"""",""record_type"":""comment"",""field_score"":0,""keyword"":"""",""entity_ids"":[]}","{""normalized_from"":""opencrawler_local_asset"",""source_record_id"":""local-snapshot-src_weibo_06-comment-6-10"",""source_type"":""social_platform"",""acquisition_mode"":""manual_url"",""normalized_at"":""2026-06-17T12:10:16.502Z"",""warnings"":[]}",false,false,,ordinary_user,,media_context,public_response,unknown,unknown,unknown,unknown,bridge,neutral,media_context_reader,92
sgv1_765d1e59fd5f6e16113e7b13,donglu_sunjihai_youth_football_202606,weibo,social_platform,manual_url,external_agent_assisted,source_url_provided_unverified,medium_low,0.45,review_needed,comment,,,??????????????????????? ??06-11?,zh-CN,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,src_weibo_06,,2026-06-04T19:00:00.000Z,2026-06-17T12:10:16.490Z,,sha256_platform_case_salt,unknown,true,true,,66,17,0,0,sha256:b373b92f6c302d94b2149191131450440804f1a3cdb4a6d47466c3bf586fdfda,sha256:b373b92f6c302d94b2149191131450440804f1a3cdb4a6d47466c3bf586fdfda,sha256:7033a21e6244506dcf79c26a28c9110d1f5b5a3f98572971daefcd094965ed86,dup_972ff8d6298a4dc4633c,1,[],public,public,manual_comment_sample,Selected public sample only. Not full-platform coverage. Not full-web coverage. Not full-thread coverage.,"{""asset_id"":""local-snapshot-src_weibo_06-comment-6-11"",""run_id"":"""",""task_id"":"""",""source_path"":"""",""record_type"":""comment"",""field_score"":0,""keyword"":"""",""entity_ids"":[]}","{""normalized_from"":""opencrawler_local_asset"",""source_record_id"":""local-snapshot-src_weibo_06-comment-6-11"",""source_type"":""social_platform"",""acquisition_mode"":""manual_url"",""normalized_at"":""2026-06-17T12:10:16.502Z"",""warnings"":[]}",false,false,,ordinary_user,,extreme_attack_or_trolling,media_reframing,unknown,unknown,unknown,unknown,isolated_extreme,anger,isolated_extreme_cluster,100
sgv1_8c5e3974af4fa70b717af899,donglu_sunjihai_youth_football_202606,weibo,social_platform,manual_url,external_agent_assisted,source_url_provided_unverified,medium_low,0.45,review_needed,comment,,,????????????????????? ??06-12?,zh-CN,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,src_weibo_06,,2026-06-05T20:00:00.000Z,2026-06-17T12:10:16.490Z,,sha256_platform_case_salt,unknown,true,true,,72,0,0,0,sha256:e0c034a28095fa888b4f547edb5c09d8c9272edbe97c253b5957822896736605,sha256:e0c034a28095fa888b4f547edb5c09d8c9272edbe97c253b5957822896736605,sha256:7033a21e6244506dcf79c26a28c9110d1f5b5a3f98572971daefcd094965ed86,dup_48f7f82ab317cbc8d1b6,1,[],public,public,manual_comment_sample,Selected public sample only. Not full-platform coverage. Not full-web coverage. Not full-thread coverage.,"{""asset_id"":""local-snapshot-src_weibo_06-comment-6-12"",""run_id"":"""",""task_id"":"""",""source_path"":"""",""record_type"":""comment"",""field_score"":0,""keyword"":"""",""entity_ids"":[]}","{""normalized_from"":""opencrawler_local_asset"",""source_record_id"":""local-snapshot-src_weibo_06-comment-6-12"",""source_type"":""social_platform"",""acquisition_mode"":""manual_url"",""normalized_at"":""2026-06-17T12:10:16.502Z"",""warnings"":[]}",false,false,,ordinary_user,,unknown,fan_community_reaction,unknown,unknown,unknown,unknown,unknown,unknown,unknown,72
sgv1_438d375ec47cbf5662fd897c,donglu_sunjihai_youth_football_202606,weibo,social_platform,manual_url,external_agent_assisted,source_url_provided_unverified,medium_low,0.45,review_needed,comment,,,??????????????????????????? ??06-13?,zh-CN,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,src_weibo_06,,2026-06-06T21:00:00.000Z,2026-06-17T12:10:16.490Z,,sha256_platform_case_salt,unknown,true,true,,78,1,0,0,sha256:46e7accb8da26a4c331197975de2c9e1b46c0bddc9e2a8394f10160511b62510,sha256:46e7accb8da26a4c331197975de2c9e1b46c0bddc9e2a8394f10160511b62510,sha256:7033a21e6244506dcf79c26a28c9110d1f5b5a3f98572971daefcd094965ed86,dup_9178bda44e5520fea4e0,1,[],public,public,manual_comment_sample,Selected public sample only. Not full-platform coverage. Not full-web coverage. Not full-thread coverage.,"{""asset_id"":""local-snapshot-src_weibo_06-comment-6-13"",""run_id"":"""",""task_id"":"""",""source_path"":"""",""record_type"":""comment"",""field_score"":0,""keyword"":"""",""entity_ids"":[]}","{""normalized_from"":""opencrawler_local_asset"",""source_record_id"":""local-snapshot-src_weibo_06-comment-6-13"",""source_type"":""social_platform"",""acquisition_mode"":""manual_url"",""normalized_at"":""2026-06-17T12:10:16.502Z"",""warnings"":[]}",false,false,,ordinary_user,,support_donglu_view,children_protection_boundary,unknown,unknown,unknown,unknown,core_support,curiosity,route_supporter_donglu,80
sgv1_e8529bf0bee7191c8a8d1214,donglu_sunjihai_youth_football_202606,weibo,social_platform,manual_url,external_agent_assisted,source_url_provided_unverified,medium_low,0.45,review_needed,comment,,,?????????????????????? ??06-14?,zh-CN,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,src_weibo_06,,2026-06-07T22:00:00.000Z,2026-06-17T12:10:16.490Z,,sha256_platform_case_salt,unknown,true,true,,84,2,0,0,sha256:f20cdbb512dcbf518eed7b0f9503c1ae2b2ce76093d42c5e6b84acaa39c98a83,sha256:f20cdbb512dcbf518eed7b0f9503c1ae2b2ce76093d42c5e6b84acaa39c98a83,sha256:7033a21e6244506dcf79c26a28c9110d1f5b5a3f98572971daefcd094965ed86,dup_192792be1f73780c64b8,1,[],public,public,manual_comment_sample,Selected public sample only. Not full-platform coverage. Not full-web coverage. Not full-thread coverage.,"{""asset_id"":""local-snapshot-src_weibo_06-comment-6-14"",""run_id"":"""",""task_id"":"""",""source_path"":"""",""record_type"":""comment"",""field_score"":0,""keyword"":"""",""entity_ids"":[]}","{""normalized_from"":""opencrawler_local_asset"",""source_record_id"":""local-snapshot-src_weibo_06-comment-6-14"",""source_type"":""social_platform"",""acquisition_mode"":""manual_url"",""normalized_at"":""2026-06-17T12:10:16.502Z"",""warnings"":[]}",false,false,,ordinary_user,,support_sunjihai_view,chinese_football_reputation,unknown,unknown,unknown,unknown,core_support,curiosity,route_supporter_sunjihai,88
sgv1_425d9023750bd734860755f1,donglu_sunjihai_youth_football_202606,weibo,social_platform,manual_url,external_agent_assisted,source_url_provided_unverified,medium_low,0.45,review_needed,comment,,,??????????????????????????? ??06-15?,zh-CN,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,src_weibo_06,,2026-06-08T23:00:00.000Z,2026-06-17T12:10:16.490Z,,sha256_platform_case_salt,unknown,true,true,,90,3,0,0,sha256:4664cca1ec1a737bfef45363f235adffab52ea68bc0c5cb93423fd3bc314a094,sha256:4664cca1ec1a737bfef45363f235adffab52ea68bc0c5cb93423fd3bc314a094,sha256:7033a21e6244506dcf79c26a28c9110d1f5b5a3f98572971daefcd094965ed86,dup_c2eecf975977492ae0cc,1,[],public,public,manual_comment_sample,Selected public sample only. Not full-platform coverage. Not full-web coverage. Not full-thread coverage.,"{""asset_id"":""local-snapshot-src_weibo_06-comment-6-15"",""run_id"":"""",""task_id"":"""",""source_path"":"""",""record_type"":""comment"",""field_score"":0,""keyword"":"""",""entity_ids"":[]}","{""normalized_from"":""opencrawler_local_asset"",""source_record_id"":""local-snapshot-src_weibo_06-comment-6-15"",""source_type"":""social_platform"",""acquisition_mode"":""manual_url"",""normalized_at"":""2026-06-17T12:10:16.502Z"",""warnings"":[]}",false,false,,ordinary_user,,neutral_process_focused,platform_discussion,unknown,unknown,unknown,unknown,bridge,neutral,process_observer,96
sgv1_de8a1dd99ff07c062b835212,donglu_sunjihai_youth_football_202606,weibo,social_platform,manual_url,external_agent_assisted,source_url_provided_unverified,medium_low,0.45,review_needed,comment,,,?????????????????????????? ??06-16?,zh-CN,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,https://s.weibo.com/weibo?q=%E8%91%A3%E8%B7%AF%20%E5%AD%99%E7%BB%A7%E6%B5%B7%20%E9%9D%92%E8%AE%AD&sample=06,src_weibo_06,,2026-06-09T00:00:00.000Z,2026-06-17T12:10:16.490Z,,sha256_platform_case_salt,unknown,true,true,,96,4,0,0,sha256:7c804bb72d58f300c5d1d22d881dccb98d9ece8987f73b75d9ffb4bb30fcd0c5,sha256:7c804bb72d58f300c5d1d22d881dccb98d9ece8987f73b75d9ffb4bb30fcd0c5,sha256:7033a21e6244506dcf79c26a28c9110d1f5b5a3f98572971daefcd094965ed86,dup_6dd99dcaace28fe70739,1,[],public,public,manual_comment_sample,Selected public sample only. Not full-platform coverage. Not full-web coverage. Not full-thread coverage.,"{""asset_id"":""local-snapshot-src_weibo_06-comment-6-16"",""run_id"":"""",""task_id"":"""",""source_path"":"""",""record_type"":""comment"",""field_score"":0,""keyword"":"""",""entity_ids"":[]}","{""normalized_from"":""opencrawler_local_asset"",""source_record_id"":""local-snapshot-src_weibo_06-comment-6-16"",""source_type"":""social_platform"",""acquisition_mode"":""manual_url"",""normalized_at"":""2026-06-17T12:10:16.502Z"",""warnings"":[]}",false,false,,ordinary_user,,youth_training_concern,extreme_cluster_or_trolling,unknown,unknown,unknown,unknown,neutral,concern,youth_training_concern_cluster,104
